time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-07-13T05:16:58.950Z,61.3754,-27.4496,15.33,4.5,mb,,141,4.382,0.55,us,us20002x1y,2015-07-13T13:19:33.011Z,"Iceland region",earthquake
2015-07-13T04:43:19.680Z,-60.72,-50.4207,10,5,mb,,54,4.235,1.12,us,us20002x1u,2015-07-13T12:45:50.647Z,"Scotia Sea",earthquake
2015-07-13T04:15:31.940Z,53.2483,107.9846,13.88,4.3,mb,,119,3.084,0.62,us,us20002x1s,2015-07-13T12:18:07.446Z,"36km NNW of Turka, Russia",earthquake
2015-07-13T03:30:41.760Z,-17.5681,167.8712,35,4.8,mb,,120,3.247,0.9,us,us20002x1m,2015-07-13T05:27:29.192Z,"51km WNW of Port-Vila, Vanuatu",earthquake
2015-07-13T02:52:42.370Z,-7.6799,129.9837,9.65,4.7,mb,,77,1.337,0.77,us,us20002x1h,2015-07-13T10:55:16.613Z,"150km WNW of Saumlaki, Indonesia",earthquake
2015-07-13T01:46:25.660Z,35.7066,73.7278,53.89,4.2,mb,,163,2.085,0.77,us,us20002x1c,2015-07-13T09:49:09.088Z,"47km NW of Chilas, Pakistan",earthquake
2015-07-13T00:31:51.770Z,-23.9004,-67.0586,224.14,4.2,mb,,54,2.132,1.2,us,us20002x15,2015-07-20T03:10:55.830Z,"83km WNW of San Antonio de los Cobres, Argentina",earthquake
2015-07-12T23:20:25.980Z,36.6051,70.8303,218.63,4.2,mb,,109,0.558,0.72,us,us20002x10,2015-07-20T03:05:45.202Z,"28km S of Jarm, Afghanistan",earthquake
2015-07-12T21:36:52.090Z,36.6555,70.9545,210.74,4.1,mb,,58,0.558,0.82,us,us20002x05,2015-07-13T05:39:24.061Z,"25km SSE of Jarm, Afghanistan",earthquake
2015-07-12T17:52:06.240Z,32.9728,131.8242,55.28,5.4,mb,,67,0.81,0.62,us,us20002wz9,2015-07-17T16:06:57.000Z,"7km WNW of Saiki, Japan",earthquake
2015-07-12T17:38:22.860Z,-7.2611,-106.9635,10,4.6,mb,,299,28.014,0.76,us,us20002wzf,2015-07-13T01:40:54.455Z,"Central East Pacific Rise",earthquake
2015-07-12T17:33:09.000Z,-60.4786,-18.8146,21.53,4.6,mb,,117,11.357,1.09,us,us20002wzp,2015-07-13T01:35:50.882Z,"East of the South Sandwich Islands",earthquake
2015-07-12T16:45:54.790Z,37.2454,71.9121,161.88,4.3,mb,,99,0.347,0.71,us,us20002wyp,2015-07-13T00:48:38.933Z,"7km E of Roshtqal'a, Tajikistan",earthquake
2015-07-12T16:10:10.000Z,37.78,21.78,5,4.5,mb,,,,1.58,us,us20002wyh,2015-07-13T00:12:40.355Z,"8km NE of Lalas, Greece",earthquake
2015-07-12T15:22:19.460Z,-8.6331,116.1044,127.16,4.6,mb,,83,1.937,0.96,us,us20002wy9,2015-07-12T17:30:05.894Z,"3km W of Karangkebon Timur, Indonesia",earthquake
2015-07-12T10:52:02.510Z,28.7248,143.1104,35.22,4.8,mb,,151,1.818,0.49,us,us20002wx6,2015-07-12T18:54:35.347Z,"202km NNE of Chichi-shima, Japan",earthquake
2015-07-12T10:35:57.020Z,-55.4408,-28.6904,37.82,5.1,mb,,69,4.652,0.51,us,us20002wx1,2015-07-12T18:38:36.015Z,"168km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-07-12T09:47:04.100Z,-2.9819,-75.6151,131.82,4.3,mb,,130,4.273,0.85,us,us20002wwy,2015-07-12T17:49:38.313Z,"237km NNE of Barranca, Peru",earthquake
2015-07-12T07:04:03.160Z,-21.2219,-176.2145,166.92,4.8,mb,,51,6.28,1.37,us,us20002wwm,2015-07-12T07:29:01.881Z,"103km W of Havelu, Tonga",earthquake
2015-07-12T06:54:50.120Z,-32.0898,-71.1587,58.09,4,mb,,143,0.846,0.58,us,us20002wwk,2015-07-12T22:41:25.311Z,"39km SSW of Salamanca, Chile",earthquake
2015-07-12T04:37:30.850Z,3.0122,128.204,109.74,5.2,mb,,70,2.377,0.95,us,us20002wvt,2015-07-17T16:06:56.000Z,"143km N of Tobelo, Indonesia",earthquake
2015-07-12T04:18:34.060Z,-9.6358,158.0794,10,4.8,mb,,115,1.853,0.76,us,us20002wvr,2015-07-12T12:21:10.552Z,"204km SSW of Dadali, Solomon Islands",earthquake
2015-07-12T04:15:49.820Z,-9.8177,158.1194,22.4,4.8,mb,,149,1.841,0.72,us,us20002wvp,2015-07-12T12:18:23.775Z,"205km WSW of Honiara, Solomon Islands",earthquake
2015-07-11T23:16:30.400Z,33.1676,140.9604,45.92,4.9,mb,,114,0.963,0.88,us,us20002wuy,2015-07-12T07:19:05.434Z,"108km E of Hachijo-jima, Japan",earthquake
2015-07-11T22:55:53.350Z,-3.8673,-80.6216,52.66,4.6,mb,,108,4.618,0.68,us,us20002wuw,2015-07-11T23:21:42.301Z,"21km SSE of Zorritos, Peru",earthquake
2015-07-11T22:48:34.530Z,-6.2685,130.7435,102.44,5,mb,,74,1.789,0.77,us,us20002wut,2015-07-12T06:51:04.835Z,"196km NNW of Saumlaki, Indonesia",earthquake
2015-07-11T18:39:44.670Z,25.9548,128.3487,13.21,5,mb,,80,0.88,0.92,us,us20002wtv,2015-07-14T17:11:53.487Z,"63km SE of Haebaru, Japan",earthquake
2015-07-11T18:27:45.730Z,35.6348,44.8137,56.2,4.3,mb,,66,2.668,1.26,us,us20002wtt,2015-07-14T16:12:43.241Z,"11km N of Chamchamal, Iraq",earthquake
2015-07-11T17:22:36.530Z,-2.2831,-78.9518,85.97,4.6,mb,,110,2.553,1.39,us,us20002wti,2015-07-14T14:49:13.029Z,"16km SW of Alausi, Ecuador",earthquake
2015-07-11T13:46:41.790Z,-5.7259,130.9834,92.85,4.7,mb,,79,2.263,0.85,us,us20002wsg,2015-07-11T21:49:20.932Z,"195km W of Tual, Indonesia",earthquake
2015-07-11T11:27:01.110Z,43.8513,148.0149,46.77,5.4,mb,,76,3.922,0.68,us,us20002wsa,2015-07-11T19:29:42.163Z,"104km E of Shikotan, Russia",earthquake
2015-07-11T07:32:21.560Z,13.8722,-45.5289,10,5,mb,,79,13.665,0.99,us,us20002wrh,2015-07-11T15:34:56.974Z,"Northern Mid-Atlantic Ridge",earthquake
2015-07-11T03:03:25.770Z,-5.0835,153.6155,40.08,4.9,mb,,73,1.697,1.19,us,us20002wqq,2015-07-11T11:05:59.439Z,"93km SE of Taron, Papua New Guinea",earthquake
2015-07-11T02:49:49.820Z,52.1316,170.3741,21.11,4.2,mb,,188,2.36,0.82,us,us20002wqk,2015-07-11T10:52:25.907Z,"206km WSW of Attu Station, Alaska",earthquake
2015-07-11T01:53:58.540Z,-4.8991,153.5473,60.95,5.2,mb,,53,1.548,1.01,us,us20002wqc,2015-07-11T09:56:42.337Z,"74km SE of Taron, Papua New Guinea",earthquake
2015-07-11T00:11:34.230Z,51.8958,178.4846,99.4,4.8,mb,,68,0.726,0.83,us,us20002wpw,2015-07-11T08:14:12.780Z,"6km SSW of Little Sitkin Island, Alaska",earthquake
2015-07-10T23:51:14.720Z,15.9494,-96.738,25.66,4.6,mb,,178,2.375,0.76,us,us20002wps,2015-07-11T00:16:48.452Z,"36km ENE of Puerto Escondido, Mexico",earthquake
2015-07-10T21:13:01.110Z,27.7513,86.1037,10,4.3,mb,,101,5.587,0.58,us,us20002wnl,2015-07-11T05:15:42.307Z,"27km SE of Kodari, Nepal",earthquake
2015-07-10T20:29:47.200Z,14.0005,-91.0645,60.26,4.2,mb,,172,0.803,1.17,us,us20002x01,2015-07-14T14:06:27.325Z,"9km S of La Gomera, Guatemala",earthquake
2015-07-10T17:56:56.670Z,55.9981,164.6823,13.38,4.4,mb,,115,4.608,0.63,us,us20002wmn,2015-07-11T14:38:22.537Z,"121km NW of Nikol'skoye, Russia",earthquake
2015-07-10T16:03:22.640Z,-55.3659,-27.031,30.74,5,mb,,112,5.574,1.14,us,us20002wlt,2015-07-11T00:05:53.343Z,"148km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-07-10T11:46:09.110Z,8.5759,-83.1333,7.09,4.6,mb,,140,0.257,1.14,us,us20002wjc,2015-07-10T21:12:49.056Z,"7km SSE of Golfito, Costa Rica",earthquake
2015-07-10T09:34:44.170Z,-3.5714,151.1148,10,4.8,mb,,67,1.214,1.28,us,us20002wii,2015-07-10T17:37:19.162Z,"115km SSE of Kavieng, Papua New Guinea",earthquake
2015-07-10T07:24:03.360Z,-9.3571,158.5117,10,4.9,mb,,86,1.419,0.78,us,us20002wic,2015-07-10T15:26:30.834Z,"155km SSW of Dadali, Solomon Islands",earthquake
2015-07-10T04:21:16.380Z,-9.2476,158.1639,10,5.3,mb,,66,1.77,0.48,us,us20002whk,2015-07-10T12:23:46.454Z,"163km SW of Dadali, Solomon Islands",earthquake
2015-07-10T04:12:41.950Z,-9.3136,158.4233,10,6.7,mww,,16,1.509,1.08,us,us20002whh,2015-07-17T16:06:54.000Z,"155km SSW of Dadali, Solomon Islands",earthquake
2015-07-09T20:27:20.070Z,20.7946,144.9634,116.88,4.6,mb,,111,6.767,0.79,us,us20002we8,2015-07-10T04:29:57.045Z,"29km NNE of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-07-09T20:01:04.470Z,-37.3793,177.8671,59.44,4.6,mb,,177,0.394,0.51,us,us20002wdw,2015-07-10T04:03:38.617Z,"93km NNE of Opotiki, New Zealand",earthquake
2015-07-09T18:32:51.070Z,40.3643,141.4784,79.38,5.6,mwb,,15,0.743,0.87,us,us20002wd2,2015-07-17T16:06:53.000Z,"15km S of Hachinohe, Japan",earthquake
2015-07-09T18:08:38.080Z,-9.1242,-75.6412,39.81,5,mb,,117,3.08,0.89,us,us20002wct,2015-07-09T20:52:25.765Z,"44km ENE of Tingo Maria, Peru",earthquake
2015-07-09T17:54:09.600Z,37.253,78.4579,10,4,mb,,116,5.24,1.1,us,us20002wcq,2015-07-10T01:56:45.481Z,"114km W of Layka, China",earthquake
2015-07-09T16:15:13.730Z,36.079,139.8851,49.73,4.7,mb,,70,0.29,1.02,us,us20002wbe,2015-07-14T16:21:44.813Z,"3km NNW of Iwai, Japan",earthquake
2015-07-09T13:25:54.680Z,13.2608,-90.2647,55.55,5.1,mb,,177,3.013,1.14,us,us20002w9y,2015-07-17T16:06:52.000Z,"59km SW of Acajutla, El Salvador",earthquake
2015-07-09T10:07:38.790Z,-4.3364,153.4233,102.24,5.4,mb,,47,1.264,0.85,us,us20002w93,2015-07-09T18:11:15.865Z,"45km ENE of Taron, Papua New Guinea",earthquake
2015-07-09T08:27:39.800Z,40.1342,142.5118,42.2,5.1,mb,,133,1.941,1.16,us,us20002w8t,2015-07-13T01:13:08.027Z,"73km NE of Miyako, Japan",earthquake
2015-07-09T07:28:27.830Z,-18.6366,-177.1293,339.32,5.4,mb,,35,4.665,1.3,us,us20002w8m,2015-07-09T15:31:00.879Z,"277km NE of Ndoi Island, Fiji",earthquake
2015-07-09T03:30:01.320Z,34.7017,74.1582,61.58,4.2,mb,,99,1.281,0.9,us,us20002w84,2015-07-09T11:32:38.178Z,"27km ENE of Athmuqam, Pakistan",earthquake
2015-07-08T22:25:59.510Z,-58.7208,-25.2656,35,4.8,mb,,69,15.875,0.74,us,us20002w6r,2015-07-09T06:28:26.891Z,"80km ENE of Bristol Island, South Sandwich Islands",earthquake
2015-07-08T22:14:02.970Z,37.5658,29.5924,13.2,4,mb,,85,0.778,0.73,us,us20002w6k,2015-07-08T22:49:51.420Z,"15km WNW of Yesilova, Turkey",earthquake
2015-07-08T18:42:38.660Z,27.4829,65.7408,25.52,4.3,mb,,177,7.507,0.48,us,us20002w3r,2015-07-09T02:45:19.411Z,"93km WSW of Khuzdar, Pakistan",earthquake
2015-07-08T17:25:54.190Z,-14.8525,-172.8602,10,4.5,mb,,195,1.407,1.29,us,us20002w2p,2015-07-09T01:28:34.826Z,"129km SSW of Gataivai, Samoa",earthquake
2015-07-08T16:48:23.810Z,-36.0528,-73.4732,20.87,4.5,mb,,152,1.632,0.82,us,us20002w24,2015-07-09T00:51:07.810Z,"78km NW of Tome, Chile",earthquake
2015-07-08T13:43:53.900Z,4.2054,126.0716,113.07,4.9,mb,,69,2.887,1.01,us,us20002vz0,2015-07-12T15:10:48.641Z,"148km SSE of Sarangani, Philippines",earthquake
2015-07-08T12:05:30.260Z,1.0819,127.0494,131.42,4.7,mb,,88,0.442,0.71,us,us20002vyn,2015-07-08T20:08:13.584Z,"48km NW of Kota Ternate, Indonesia",earthquake
2015-07-08T12:01:23.830Z,9.9557,126.0467,66.69,4.8,mb,,91,2.904,0.77,us,us20002vym,2015-07-08T12:57:26.201Z,"4km E of San Benito, Philippines",earthquake
2015-07-08T07:15:55.060Z,-59.5098,-29.2029,10,5.1,mb,,58,14.538,1.27,us,us20002vxp,2015-07-08T15:18:23.454Z,"162km WSW of Bristol Island, South Sandwich Islands",earthquake
2015-07-08T07:08:31.940Z,-58.9457,-23.5127,21.93,4.8,mb,,73,8.539,0.93,us,us20002vxm,2015-07-08T15:11:02.945Z,"172km E of Bristol Island, South Sandwich Islands",earthquake
2015-07-08T04:13:25.300Z,27.1626,143.2704,25.38,4.7,mb,,140,0.97,0.99,us,us20002vx7,2015-07-08T12:15:58.146Z,"104km E of Chichi-shima, Japan",earthquake
2015-07-08T04:01:48.850Z,18.6124,-101.437,59.59,4.4,mb,,169,1.047,0.99,us,us20002vx3,2015-07-08T04:19:42.697Z,"20km E of Nuevo Churumuco, Mexico",earthquake
2015-07-08T02:43:36.520Z,40.0794,77.7366,25.13,4.6,mb,,74,2.086,0.99,us,us20002vww,2015-07-08T10:46:09.675Z,"145km ENE of Arzak, China",earthquake
2015-07-08T01:48:54.060Z,32.2775,49.4087,10,4.3,mb,,64,1.147,1.29,us,us20002vwu,2015-07-08T09:51:32.138Z,"39km NNE of Masjed Soleyman, Iran",earthquake
2015-07-08T01:23:18.440Z,17.0657,-94.511,100.57,4.1,mb,,152,2.405,1.15,us,us20002vwn,2015-07-08T09:26:00.279Z,"56km NNE of Niltepec, Mexico",earthquake
2015-07-08T01:05:37.300Z,-36.2062,52.6052,10,4.8,mb,,75,15.035,1.04,us,us20002vwl,2015-07-08T09:08:13.646Z,"Southwest Indian Ridge",earthquake
2015-07-08T00:38:56.650Z,4.9457,94.719,47.82,5.3,mb,,128,2.237,0.95,us,us20002vwj,2015-07-08T06:47:31.350Z,"95km SW of Banda Aceh, Indonesia",earthquake
2015-07-07T20:03:19.040Z,-22.948,-177.1008,169.31,5.8,mww,,41,6.315,1.13,us,us20002vuq,2015-07-17T16:06:51.000Z,"275km SW of Vaini, Tonga",earthquake
2015-07-07T18:39:29.550Z,-20.1696,-177.7251,484.95,4.4,mb,,111,4.667,1.01,us,us20002vtm,2015-07-08T13:58:39.955Z,"114km ENE of Ndoi Island, Fiji",earthquake
2015-07-07T18:04:47.470Z,-13.6829,-111.5758,10,4.7,mb,,215,35.528,0.78,us,us20002vsv,2015-07-17T16:06:50.000Z,"Central East Pacific Rise",earthquake
2015-07-07T16:41:36.420Z,-5.7114,151.4975,67.61,4.9,mb,,62,1.649,0.69,us,us20002vs7,2015-07-08T00:44:12.742Z,"151km E of Kimbe, Papua New Guinea",earthquake
2015-07-07T16:08:03.530Z,-13.4019,-111.3004,10,5,mb,,58,33.237,0.81,us,us20002vrz,2015-07-17T16:06:49.000Z,"Central East Pacific Rise",earthquake
2015-07-07T15:47:05.330Z,18.9862,-108.1635,10,4.3,mb,,158,4.962,0.82,us,us20002vrv,2015-07-07T23:49:48.846Z,"296km E of Socorro Island, Mexico",earthquake
2015-07-07T14:30:07.580Z,-6.2385,147.5711,65.15,4.6,mb,,86,3.172,0.46,us,us20002vr9,2015-07-07T22:32:35.711Z,"51km NW of Finschhafen, Papua New Guinea",earthquake
2015-07-07T14:15:52.240Z,56.0337,110.1192,10,4.9,mb,,80,14.646,0.52,us,us20002vr6,2015-07-07T22:18:32.636Z,"10km N of Kichera, Russia",earthquake
2015-07-07T13:35:15.540Z,-33.4103,-70.3419,101.18,4.7,mwr,,44,0.163,0.8,us,us20002vqy,2015-07-08T17:22:23.073Z,"22km ENE of Villa Presidente Frei, Nunoa, Santiago, Chile, Chile",earthquake
2015-07-07T11:13:40.250Z,-24.6313,-179.9447,507.5,4.6,mb,,98,4.934,0.95,us,us20002vq5,2015-07-07T19:16:18.936Z,"South of the Fiji Islands",earthquake
2015-07-07T09:33:20.370Z,-5.7765,150.1764,119.73,4.4,mb,,89,2.529,0.81,us,us20002vpq,2015-07-07T17:35:54.784Z,"25km S of Kimbe, Papua New Guinea",earthquake
2015-07-07T07:53:15.950Z,-5.4916,152.3372,46.39,5.2,mb,,38,1.303,0.77,us,us20002vng,2015-07-18T12:23:01.272Z,"126km S of Kokopo, Papua New Guinea",earthquake
2015-07-07T07:05:08.570Z,36.5342,70.2106,216.08,4.3,mb,,96,0.659,0.57,us,us20002vn1,2015-07-18T11:51:14.958Z,"31km E of Farkhar, Afghanistan",earthquake
2015-07-07T07:01:44.550Z,-13.3185,-111.6371,21,5.9,mww,,92,33.288,0.76,us,us20002vn3,2015-07-18T09:17:45.073Z,"Central East Pacific Rise",earthquake
2015-07-07T06:21:02.230Z,-35.4391,-179.7416,10,5.6,mwc,,30,2.638,0.95,us,us20002vuf,2015-07-17T16:06:46.000Z,"East of the North Island of New Zealand",earthquake
2015-07-07T05:35:10.430Z,-35.677,-178.8103,10,5.6,mb,,192,2.986,1.4,us,us20002vmc,2015-07-17T16:06:45.000Z,"East of the North Island of New Zealand",earthquake
2015-07-07T05:10:27.290Z,43.9859,147.9362,38.15,6.3,mwb,,33,3.854,1.18,us,us20002vm7,2015-07-17T16:06:44.000Z,"99km ENE of Shikotan, Russia",earthquake
2015-07-07T04:55:22.990Z,14.1818,-91.3418,54.48,4.2,mb,,167,0.483,1.08,us,us20002vlz,2015-07-07T14:50:20.966Z,"4km WSW of Nueva Concepcion, Guatemala",earthquake
2015-07-07T04:23:26.930Z,-7.5626,127.6439,46.13,4.8,mb,,102,3.986,0.88,us,us20002vlr,2015-07-07T12:25:58.455Z,"253km ENE of Dili, East Timor",earthquake
2015-07-07T00:43:12.130Z,-4.843,153.8044,104.15,4.6,mb,,76,1.759,0.56,us,us20002vky,2015-07-12T04:57:09.838Z,"95km ESE of Taron, Papua New Guinea",earthquake
2015-07-07T00:14:58.190Z,1.7963,128.5951,42.61,4.6,mb,,119,1.595,0.9,us,us20002vkv,2015-07-12T04:50:16.173Z,"65km E of Tobelo, Indonesia",earthquake
2015-07-06T23:58:09.590Z,42.381,19.3946,20.7,4.3,mb,,,,0.8,us,us20002vkp,2015-07-13T02:18:43.634Z,"5km ENE of Tuzi, Montenegro",earthquake
2015-07-06T21:34:05.500Z,36.1441,21.3763,42.56,4.5,mb,,65,1.122,1.39,us,us20002vjj,2015-07-07T05:36:34.316Z,"80km SSW of Methoni, Greece",earthquake
2015-07-06T19:21:06.580Z,-21.1011,-174.3142,10,5.1,mb,,73,7.55,1.49,us,us20002vhw,2015-07-07T03:23:41.251Z,"70km ENE of `Ohonua, Tonga",earthquake
2015-07-06T16:30:53.970Z,20.5582,120.1599,10,4.6,mb,,94,2.405,0.96,us,us10002npf,2015-07-07T00:33:35.644Z,"171km SSW of Hengchun, Taiwan",earthquake
2015-07-06T15:29:08.010Z,27.9403,85.6882,10,4.2,mb,,103,0.4,0.44,us,us20002vji,2015-07-07T13:09:19.264Z,"25km W of Kodari, Nepal",earthquake
2015-07-06T14:17:14.040Z,11.2547,-85.6795,163.39,4.7,mb,,142,0.258,0.8,us,us10002nnc,2015-07-06T22:19:56.235Z,"19km WNW of Cardenas, Nicaragua",earthquake
2015-07-06T13:42:17.010Z,42.4584,19.429,9.8,4.4,mb,,171,0.13,1.23,us,us10002nna,2015-07-07T04:25:36.169Z,"13km E of Podgorica, Montenegro",earthquake
2015-07-06T12:24:08.480Z,-20.7075,-174.5437,44,5.8,mww,,23,4.637,1.17,us,us10002nmx,2015-07-18T08:30:08.634Z,"81km NNE of `Ohonua, Tonga",earthquake
2015-07-06T12:01:59.870Z,46.6382,152.6382,53.58,4.7,mb,,134,6.789,0.82,us,us10002nmw,2015-07-18T08:29:26.438Z,"Kuril Islands",earthquake
2015-07-06T11:17:48.490Z,-7.151,-80.5086,39.36,4.9,mb,,152,6.013,0.75,us,us10002nmu,2015-07-18T08:11:46.325Z,"72km WSW of Pimentel, Peru",earthquake
2015-07-06T09:30:25.340Z,36.0337,139.951,47.01,4.4,mb,,123,0.276,1.09,us,us10002nmk,2015-07-07T12:50:35.871Z,"3km WNW of Mitsukaido, Japan",earthquake
2015-07-06T08:23:29.220Z,-13.8461,-71.7206,52.92,4.9,mb,,111,4.233,0.87,us,us10002nmg,2015-07-06T14:48:15.171Z,"20km SSW of Urcos, Peru",earthquake
2015-07-06T07:45:54.290Z,49.2592,155.9735,35,4.4,mb,,138,4.004,0.77,us,us10002nmd,2015-07-06T15:48:37.990Z,"158km S of Severo-Kuril'sk, Russia",earthquake
2015-07-06T07:37:06.950Z,46.7817,155.2262,28.66,4.7,mb,,170,6.53,0.68,us,us10002nmc,2015-07-06T15:40:09.107Z,"East of the Kuril Islands",earthquake
2015-07-06T05:45:17.170Z,-44.4081,169.7079,10,4.9,mb,,48,0.342,1.01,us,us10002nls,2015-07-06T13:47:50.879Z,"54km NE of Wanaka, New Zealand",earthquake
2015-07-06T03:05:15.050Z,-20.9278,-69.2358,101.26,4.3,mb,,48,0.261,1.45,us,us10002nld,2015-07-06T11:08:00.098Z,"122km SE of Iquique, Chile",earthquake
